"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"RAD54L" 125.099634255827 -1.91528751555805 0.218089651714464 -8.78211093695387 1.60434730741066e-18 1.44639779625078e-17
"STIL" 319.986723419843 -1.99798867613711 0.152256205835064 -13.1225434469416 2.445861019716e-39 6.5531560211112e-38
"CDKN2C" 244.113161617354 -1.47255509202439 0.166649826583507 -8.83622336856443 9.90087240543513e-19 9.06656812231979e-18
"RNF11" 595.432276159032 1.11449278966517 0.145780365026872 7.64501302668392 2.08924176982081e-14 1.37480507416098e-13
"ORC1" 266.252131483371 -1.58001127272899 0.151481915324563 -10.430362392393 1.80199710659948e-25 2.44638208109168e-24
"TMEM59" 1771.34652593248 1.21503574430149 0.0853257933246975 14.2399583637953 5.17578838576433e-46 1.76617456447124e-44
"CYB5RL" 57.2719313577579 -1.32498576739506 0.290729273205374 -4.55745564520115 5.17770199707482e-06 1.40413166247362e-05
"ACOT11" 58.2322417291584 -1.73767914480503 0.335753589063423 -5.17545962696109 2.27350591037798e-07 7.24589227779731e-07
"PCSK9" 834.89352066942 -1.96130390254956 0.156184375960613 -12.5576190991355 3.61033950822075e-36 8.34920898192508e-35
"JUN" 1391.67097682093 1.02676804561498 0.0914525450674054 11.2273315615021 2.99383914384219e-29 4.9862414739095e-28
"HOOK1" 152.085531694111 -1.17107660979395 0.403480973896022 -2.90243328820689 0.00370276014380427 0.00660932275796448
"AK4" 588.832399443553 1.71345007822056 0.107764303532733 15.899978212174 6.33867945059365e-57 3.0047061504262e-55
"MIER1" 328.815305549969 1.04218489312255 0.15611291554893 6.67584030096413 2.45819541758759e-11 1.21471958465319e-10
"GADD45A" 1420.24618862691 2.34709159149343 0.120453773643385 19.485413536667 1.45995159756379e-84 1.27453774467319e-82
"DEPDC1" 209.853808993895 -3.51903846837478 0.250790302474451 -14.031796419773 9.95963582350719e-45 3.30180838250194e-43
"TYW3" 384.189345897738 1.12263508986998 0.134574203007961 8.34212698107943 7.29660391657318e-17 5.83951280596032e-16
"NEXN" 128.689720520249 1.09443968502845 0.265772977546297 4.11794944366682 3.82258525282989e-05 9.19104960033187e-05
"DNAJB4" 299.193587430528 1.57948010572933 0.202678822483051 7.79301994346947 6.54262898379227e-15 4.46518444522527e-14
"BCL10" 260.727437190141 1.39345543720367 0.118614133608807 11.7478026842849 7.24790481199755e-32 1.41923459458853e-30
"DDAH1" 392.061911556521 1.48198987636122 0.162908305901735 9.09707990736298 9.27930816088824e-20 9.11913999000612e-19
"CYR61" 1357.57610113619 1.1941697186627 0.100968668378051 11.8271315037199 2.82636149738812e-32 5.66136960738776e-31
"SH3GLB1" 883.760150744875 1.13887477901779 0.0904411111356877 12.5924456778196 2.32360747714646e-36 5.44566262429224e-35
"HS2ST1" 515.688700840671 1.07238687320012 0.150131839524282 7.14296765161981 9.13371271748614e-13 5.15542965670177e-12
"GBP3" 375.412174367628 1.9659788917086 0.171068023063151 11.4923809634653 1.44085085613643e-30 2.62510496850178e-29
"GBP1" 121.527783847169 2.80477067790881 0.209332568956424 13.3986349658407 6.15854389328437e-41 1.73432542543137e-39
"GBP2" 225.505963733449 2.29507233958569 0.169560410613252 13.5354257004041 9.66210950723982e-42 2.76558085240012e-40
"LRRC8B" 229.145375588328 1.061762333834 0.136164722793761 7.79763151607316 6.30798830612386e-15 4.30785433474274e-14
"LRRC8C" 184.747834889254 -1.42912563552228 0.184142066393571 -7.76099488569753 8.4265715633904e-15 5.69895182040529e-14
"ZNF644" 408.505456120749 1.21328855961809 0.181896257278115 6.67022278398504 2.55415400031593e-11 1.2589797221891e-10
"CDC7" 134.840094819341 -1.26890834027645 0.194392428661348 -6.5275605074466 6.68495056276599e-11 3.15741848942906e-10
"MTF2" 269.614149416253 1.03048500183635 0.148707264038941 6.92962114861117 4.21969128350758e-12 2.24735566273642e-11
"TMED5" 829.565915318741 1.57849265071349 0.17584908108444 8.97640545505904 2.79756990978834e-19 2.64745640243385e-18
"CCDC18" 92.6341778190194 -1.20723383417213 0.259555763535223 -4.65115402458902 3.30082674510913e-06 9.18689186550564e-06
"BCAR3" 477.274996536072 -1.2827239789135 0.121380912088165 -10.5677569631525 4.20429929881558e-26 5.95192425059351e-25
"DNTTIP2" 963.551968886651 1.17457689976856 0.105201179171977 11.1650545080719 6.04541071674447e-29 9.94218566226297e-28
"F3" 2290.01984495556 4.0146957164119 0.190985003939668 21.0209997308487 4.21462496284533e-98 5.07498978284685e-96
"DPYD" 91.8925018741341 1.47510955201715 0.236628322997069 6.23386724519627 4.55058762170372e-10 1.9585848777719e-09
"PALMD" 123.641930209233 1.4081315257449 0.217493083740982 6.47437381237315 9.52059369152002e-11 4.42647435919413e-10
"FRRS1" 108.886262107781 1.51263552024017 0.224110380181056 6.74951119630487 1.48344063041951e-11 7.49663485010843e-11
"SASS6" 93.6586328312886 -1.14980265391737 0.275290459123399 -4.17668907806924 2.95782888602195e-05 7.20777283320911e-05
"SLC30A7" 257.126025905697 1.44091199411842 0.156891914056457 9.18410615858706 4.14959145276873e-20 4.1839384080082e-19
"GPSM2" 234.815178771693 -2.77156372269501 0.192382535445133 -14.4065245646243 4.70812784027727e-47 1.66068509275235e-45
"TAF13" 180.707504089395 1.13634177369099 0.169276123281174 6.71294776643419 1.90731404928513e-11 9.51930537413581e-11
"SARS" 1881.80126265026 1.08635960501728 0.0810353930077089 13.4059892189816 5.57746063268889e-41 1.57491853337059e-39
"CELSR2" 493.878439135665 -2.0182572879267 0.145026072793245 -13.9165134175839 5.02841745133513e-44 1.5914713359573e-42
"PSRC1" 209.49743199109 -3.0048971076753 0.202231172393263 -14.8587236681391 6.10777435859176e-50 2.40545278874463e-48
"LRIF1" 302.737472585687 1.2940788765281 0.160225365218024 8.07661680013776 6.65883805645494e-16 4.8987350758021e-15
"DENND2D" 96.6147472025028 1.09129831818131 0.299931795920434 3.63848825974692 0.000274243127387353 0.000582870968251149
"SLC16A1" 1143.28771079817 1.04811202146659 0.0913300325304371 11.4760938152222 1.73963752453359e-30 3.15848227157954e-29
"BCL2L15" 77.7978177212034 2.45685238042123 0.279800930192662 8.78071555634043 1.62437877489354e-18 1.46319794030823e-17
"DCLRE1B" 130.449173781614 -1.28701909344978 0.180378807411956 -7.1350903796056 9.67235842895809e-13 5.45065233468343e-12
"VANGL1" 505.221226936005 -1.3104486188544 0.115592734059974 -11.3367732800099 8.62668771305278e-30 1.50621967469902e-28
"IGSF3" 1228.6396665733 -1.13465068771256 0.0855347029180248 -13.2653840956225 3.67532883517453e-40 1.01057073168736e-38
"TTF2" 318.666638086932 -1.44668610579734 0.128324105044588 -11.2736894233135 1.76994612251127e-29 2.99063799668195e-28
"GDAP2" 177.822346426484 1.05961841241088 0.158708003825848 6.67652788055734 2.44669537386281e-11 1.21017850503243e-10
"PEX11B" 199.233976739117 -1.14266936272272 0.158915986220755 -7.19039909009152 6.46022087063374e-13 3.6881348142103e-12
"BCL9" 246.144154288862 -1.07575155456411 0.151957705214308 -7.07928270598033 1.44902512391392e-12 8.04877369995877e-12
"ACP6" 399.493935973152 -1.47480235776246 0.145735067939903 -10.1197493411169 4.51570587272491e-24 5.72718338046805e-23
"NBPF15" 60.9902287326194 -1.2341970260534 0.250041143820248 -4.93597576461518 7.97510111127618e-07 2.38093927733626e-06
"HIST2H2BE" 139.711761484065 1.56197605362463 0.172235734102851 9.0688268712687 1.20305272282605e-19 1.17566980637367e-18
"MTMR11" 344.976941523896 -1.08860028841481 0.119033951948624 -9.14529233545619 5.94688010744066e-20 5.9276418654185e-19
"ANP32E" 980.076127574312 -1.03076578551764 0.154391451681756 -6.67631383920359 2.45026964387726e-11 1.21137445914385e-10
"ECM1" 284.855634311584 1.24920645543328 0.228812669801539 5.45951610335555 4.77434033969145e-08 1.64743048085005e-07
"MCL1" 3607.84094347502 1.12224103699468 0.0689357031737519 16.2795327432301 1.37917983463011e-59 7.15261779583417e-58
"CTSS" 533.311056600552 1.58658643852647 0.119324268722323 13.2964270849091 2.42796137304128e-40 6.72892151957154e-39
"C1orf56" 79.8819395467902 -1.08833865573121 0.217672058902969 -4.99990058998042 5.73598806863635e-07 1.73922463117321e-06
"MLLT11" 1044.0354779197 1.54391072940003 0.112621461874968 13.7088500157641 8.98709441101141e-43 2.68230202420956e-41
"SEMA6C" 38.8943433176341 -1.31319986139306 0.35281548389136 -3.72205847348078 0.000197605245866796 0.000427974479160752
"VPS72" 585.019675542668 -1.1914622499201 0.126702566444672 -9.40361575422689 5.2719549535802e-21 5.71137539748771e-20
"TDRKH" 195.21518940213 -1.81066534190655 0.168779330704429 -10.7280040414276 7.52029637028034e-27 1.10339810609323e-25
"S100A10" 11222.8679721494 1.21779768459175 0.111259226682828 10.9455882527692 6.97633872882918e-28 1.08433419173909e-26
"SLC27A3" 57.625632823355 -1.99215834983247 0.386269345037297 -5.15743321448434 2.50358103039421e-07 7.95014091373438e-07
"DENND4B" 558.067921156785 -1.16890790474341 0.1161236953533 -10.0660584490277 7.80432875573862e-24 9.75634224882074e-23
"CREB3L4" 140.57853486071 -1.64416311733678 0.19781994774169 -8.31141215082974 9.45698455310205e-17 7.48838776857877e-16
"IL6R" 409.091366282546 1.73393785690094 0.138342506499893 12.5336593991976 4.88553031182088e-36 1.12485308893704e-34
"CKS1B" 881.985668975996 -1.34829292645355 0.14370782645385 -9.38218160920094 6.46215554711937e-21 6.9362235155351e-20
"DPM3" 129.819122439078 -1.02073703522783 0.267518478897356 -3.81557580409042 0.000135865737281411 0.000302128945820434
"MUC1" 232.663229645019 1.58674499145314 0.224312394181571 7.07381773192942 1.50728238321946e-12 8.34581936924265e-12
"GBAP1" 39.0842978076845 -1.01323191653691 0.304518936142503 -3.32731990125815 0.00087685648430405 0.0017279812884818
"HCN3" 120.262469790927 -1.59495145168566 0.195598733045813 -8.15420134297132 3.51494871469431e-16 2.64910811044155e-15
"RUSC1" 496.972376719119 -1.32898851139081 0.118422684948935 -11.2224149618283 3.16507288621063e-29 5.23812062495142e-28
"MSTO2P" 29.632687025443 -2.14778876564492 0.432525924201789 -4.96568794022828 6.8457959446478e-07 2.05904560195608e-06
"RIT1" 548.171121559908 2.02859074568348 0.101641756182306 19.9582417883943 1.27106114736805e-88 1.1888961231989e-86
"PAQR6" 121.858341942892 -1.01386617733115 0.193463896136142 -5.24059629512311 1.60058536239636e-07 5.17682379020201e-07
"TSACC" 20.9317121636663 1.0898896599884 0.359296961215773 3.0333951511877 0.00241818726331089 0.00444543318156464
"MEF2D" 607.342108332417 -1.25868138178978 0.102267748535753 -12.3077059954023 8.23301187501332e-35 1.79311917677005e-33
"IQGAP3" 748.763714766428 -3.14482669261749 0.133625862863413 -23.534566028075 1.80655788024818e-122 3.37955363454999e-120
"CRABP2" 509.3644607059 2.10410803135482 0.197268165121341 10.6662320808863 1.4644507780484e-26 2.11316616402686e-25
"HDGF" 5103.02154501676 -1.53081091084854 0.0969153833309561 -15.7953346335223 3.35010737706569e-56 1.54606717542468e-54
"IFI16" 625.900203547429 2.41392884240871 0.212094750472329 11.3813700576415 5.17798069596233e-30 9.13207504560629e-29
"VANGL2" 230.942788220022 -1.19446905379866 0.191907950894601 -6.22417699855843 4.8409033502525e-10 2.07586178867152e-09
"PPOX" 128.271116444916 -1.93319863784306 0.19558480783276 -9.88419632007456 4.87477563213114e-23 5.83635994539495e-22
"RGS5" 43.7902213977717 2.07556341914293 0.689362021246621 3.01084677596475 0.00260520279417861 0.00476717982040439
"NUF2" 223.157273090781 -2.88418220113341 0.222187406964778 -12.9808535980197 1.5711967504155e-38 4.04419094775253e-37
"ATP1B1" 4668.2959726041 1.64785055527852 0.0901166534448135 18.2857495511376 1.07475904119297e-74 7.4073524444326e-73
"F5" 425.077474409204 3.68947523021375 0.157888348754313 23.3676218626802 9.12442349972576e-121 1.62012645056148e-118
"C1orf112" 211.977626587362 -1.26305943727657 0.155935721578782 -8.09987233514323 5.50168917938544e-16 4.07895936611761e-15
"SUCO" 702.783521825081 1.6781126327016 0.15452295369718 10.8599570002409 1.78833395372195e-27 2.69950814109382e-26
"DARS2" 802.093635447673 -1.12294567582702 0.102928244459885 -10.9099857062526 1.03272585449923e-27 1.59100530172558e-26
"RC3H1" 318.109916347567 1.31888161126232 0.118939933343352 11.0886358701329 1.42443315380124e-28 2.28170668489629e-27
"TOR3A" 601.35144903367 -1.46724853470483 0.140346840539492 -10.4544464917396 1.39812737931911e-25 1.90713312835248e-24
"TOR1AIP2" 735.645966891067 1.2544832352371 0.104386505751629 12.0176762906687 2.86927198445789e-33 5.96398676769461e-32
"QSOX1" 2994.94561101233 1.90061714899976 0.0911631316315614 20.8485285112973 1.57182301646516e-96 1.78982803483576e-94
"FLJ23867" 701.854762918538 1.47385740205336 0.18211286823917 8.09309861682993 5.81657345214297e-16 4.30024160089271e-15
"MR1" 485.650072543975 1.36680212975127 0.121020148641672 11.2940047181584 1.40486507844642e-29 2.39696523807893e-28
"RGL1" 92.6946748334503 1.28660462944183 0.182161705134574 7.06298081965875 1.62968225039353e-12 8.99976344497767e-12
"SWT1" 59.0380195100861 1.05427227614536 0.262243433221165 4.02020467470098 5.81476009516268e-05 0.000136276122498712
"PTGS2" 1008.10690385982 1.43359464535455 0.145269860925856 9.86849327326219 5.70145670505023e-23 6.79504669421003e-22
"RGS2" 408.639711258677 1.98907749776253 0.129702065992164 15.3357425924326 4.41198292071376e-53 1.86370697892731e-51
"TROVE2" 231.316597866326 1.05464073446044 0.186804145598828 5.64570304946733 1.64507582318253e-08 5.99020310172409e-08
"CFH" 1477.12674617605 3.12955490714888 0.125681872769264 24.9006068909741 7.32839182033344e-137 1.78540076069333e-134
"ASPM" 608.6891535471 -2.0754215533444 0.294948092803707 -7.03656542958436 1.97036150526564e-12 1.08014166034343e-11
"ZBTB41" 176.49544395603 1.14757113798656 0.240146514071223 4.77862917321471 1.76494360105201e-06 5.08094233707636e-06
"DENND1B" 108.344867380154 1.30791507222515 0.236971511511083 5.51929244104085 3.40367353017337e-08 1.19373565122518e-07
"KIF14" 251.762473646207 -3.51332307524175 0.2290729178218 -15.3371385349657 4.31814182804159e-53 1.83889649555137e-51
"TMEM9" 972.802306350416 -1.09808554155134 0.141674336996631 -7.7507724040202 9.13352613966422e-15 6.16116032447665e-14
"LAD1" 1231.84801266743 -2.45111343623197 0.410899794035826 -5.96523403469571 2.4428365128585e-09 9.69729265202942e-09
"NAV1" 446.691809497117 -1.4054501835117 0.13182488920597 -10.661493379416 1.54102844721318e-26 2.22060715447115e-25
"UBE2T" 467.370909149396 -1.77841393483061 0.14871930167027 -11.958191807366 5.8828989904819e-33 1.20841666322134e-31
"KDM5B" 1052.87787521819 1.15948925470413 0.0824408184723247 14.0645044067991 6.276098480809e-45 2.08725103761762e-43
"PPFIA4" 77.8362359519051 2.60111394624607 0.235159767984796 11.0610499769427 1.93815248139485e-28 3.09513496876409e-27
"BTG2" 1142.03443094062 3.27209611084209 0.0916808070472415 35.6900884299157 5.63268918751066e-279 9.83467532139362e-276
"SOX13" 178.567043347553 -1.04664218745036 0.163309863957857 -6.40893429266745 1.46540328189643e-10 6.67008268599829e-10
"PLEKHA6" 630.809002979784 -1.12791639704873 0.112787826801978 -10.0003380597892 1.51877691997741e-23 1.87626261953813e-22
"SLC45A3" 177.981905076495 -1.61199340693966 0.247888315611373 -6.50290193373559 7.87851596952164e-11 3.68955446118501e-10
"RASSF5" 78.4561103400485 -1.44760531841248 0.277066286164618 -5.22476169313645 1.74379545129994e-07 5.62048758585047e-07
"MAPKAPK2" 875.109306918337 -2.05737225934869 0.116576315757008 -17.6482868410174 1.04889984086878e-69 6.50193771179958e-68
"C1orf116" 1747.39738685714 1.09573719468921 0.123725708765823 8.85618038174364 8.2802850452823e-19 7.61582670187685e-18
"YOD1" 497.686806090674 2.54272444490628 0.181996336279387 13.9712946803659 2.33345816272342e-44 7.49856064806458e-43
"PLXNA2" 347.887179906937 1.75717924395827 0.187053598834458 9.39398789922971 5.77705446949586e-21 6.23279326698647e-20
"HHAT" 127.440671275598 1.12739732631771 0.169799656674144 6.63957365050069 3.14591779641877e-11 1.53715647552626e-10
"SLC30A1" 283.008715888852 1.33121973117084 0.172316760978579 7.72542220275558 1.11483212121524e-14 7.4673793490095e-14
"NEK2" 330.194599053749 -3.6859901192917 0.199969842254366 -18.4327300443786 7.17682813355096e-76 5.18513458807448e-74
"DTL" 385.735550656978 -1.14530274204969 0.126730371613278 -9.03731858014765 1.60561898700711e-19 1.54742083789204e-18
"ATF3" 160.032283518046 3.35014150241489 0.15549492888148 21.5450209631492 5.89568962335318e-103 8.23509926589972e-101
"CENPF" 1424.5292870505 -3.62437506395493 0.149670638903335 -24.2156717610843 1.52136520355708e-129 3.32037955676332e-127
"C1orf115" 174.701178729504 -1.12089402344918 0.151894775427577 -7.37941130821596 1.58990951517898e-13 9.58336713522149e-13
"MARC1" 105.23089728332 -2.37907811737338 0.231045290083557 -10.2970206253198 7.26774278588045e-25 9.51710917811045e-24
"DUSP10" 343.543666442255 1.31299814007156 0.164595044764693 7.97714258013441 1.49759794452067e-15 1.07384230436677e-14
"LBR" 783.923295802806 -1.05844396736087 0.141914346291256 -7.45832958416049 8.76262583101601e-14 5.40301755183777e-13
"SRP9" 1001.84578202317 1.08279493285774 0.403927626928508 2.6806656952172 0.00734758785585786 0.0124774404892149
"TMEM63A" 483.07415395245 -1.10394447874109 0.164151336016426 -6.72516292301527 1.75396077049552e-11 8.80848179851921e-11
"LIN9" 116.110983745432 -1.27872433798673 0.2447450877243 -5.22471911439212 1.74419674891179e-07 5.62048758585047e-07
"JMJD4" 247.607968055521 -1.82799329095819 0.179733857987231 -10.1705561290965 2.68371973335583e-24 3.45388795167514e-23
"C1orf35" 274.924261958476 -1.10413749367929 0.184273015744364 -5.99185664389961 2.07458767539004e-09 8.32058977311869e-09
"OBSCN" 380.926707562443 -1.3247327038687 0.125562934634708 -10.5503483788641 5.0609092542133e-26 7.13567770486386e-25
"HIST3H2A" 42.1710397340394 -2.09029695268168 0.414438896706076 -5.04367946468147 4.56664049878941e-07 1.40313032580685e-06
"FAM89A" 85.515203690958 -1.10962513081278 0.222234662282522 -4.993033577283 5.94382190649715e-07 1.79963810093827e-06
"SIPA1L2" 277.88474668505 1.6144705552646 0.109913873303456 14.6885057067117 7.63796009086229e-49 2.88863790295572e-47
"ARID4B" 612.198238611871 1.15642388881821 0.136307676226029 8.48392343583494 2.17725053160355e-17 1.8030732465675e-16
"LYST" 176.976721637305 1.27449519338734 0.167643469219035 7.60241481117369 2.90655309265987e-14 1.88655825270786e-13
"OPN3" 725.237221724542 -1.17671672397336 0.112326733997609 -10.4758384944977 1.11544676254872e-25 1.53755530058689e-24
"CHML" 394.640754863782 1.29019857338114 0.20507571744488 6.29132785420057 3.14761746457532e-10 1.37910667331205e-09
"EXO1" 261.137407132517 -1.98239906020658 0.155563211794013 -12.7433667468344 3.39424835264948e-37 8.30797797718596e-36
"COX20" 284.157589128005 -5.34735407904784 0.329452502910982 -16.2310318841095 3.04300553469059e-59 1.54002540973037e-57
