"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"WDR78" 26.5752082953668 1.23264059171162 0.333920759083001 3.69141647586285 0.000223008631328781 0.000389877552586215
"MIER1" 701.93077840501 2.71760953241364 0.136931208834571 19.8465313754502 1.18075701599907e-87 4.58541777941109e-86
"GADD45A" 1920.53821496098 2.3769680595424 0.136832459889302 17.3713756331311 1.35927787746951e-67 3.45977161920733e-66
"WLS" 283.345278648568 -1.01537653760837 0.181335478410447 -5.59943672638677 2.15049406181302e-08 5.43697194230037e-08
"DEPDC1" 151.667866473244 -3.28919214281939 0.302762688998829 -10.8639282921421 1.71221666201859e-27 1.27907670444854e-26
"SRSF11" 1377.83672401 1.82733564110892 0.133796437191261 13.6575807209033 1.81928067166543e-42 2.21650077679376e-41
"CTH" 106.501767089577 -2.07596130507972 0.480185440137041 -4.32324916908614 1.537479210384e-05 3.03048943819484e-05
"ZRANB2" 808.589330896312 1.70714624859093 0.140090816729977 12.1859968300522 3.6911226264041e-34 3.50308430392691e-33
"TYW3" 307.641082027328 1.04417924466198 0.140864991373783 7.4126242047697 1.23824393998969e-13 4.54467364076133e-13
"ACADM" 277.688353340687 -1.06266504825223 0.148810956262742 -7.14104038398881 9.26271307363563e-13 3.19015448962547e-12
"RABGGTB" 945.329530214612 1.39741672481073 0.130703751097426 10.6914814079751 1.1157442428476e-26 7.96324759270214e-26
"PIGK" 263.846189340373 -1.89220777975614 0.188929820543785 -10.0154002915469 1.30432820598072e-23 8.07597821792165e-23
"DNAJB4" 358.759881078526 2.73029317934994 0.16367424999169 16.6812628100545 1.79386384781774e-62 3.9394145165278e-61
"TTLL7" 48.1492706074978 -1.40193434297013 0.312112506381751 -4.4917595876642 7.06371350201035e-06 1.43673728726907e-05
"CTBS" 153.022117187046 -1.00420718858445 0.206959567523576 -4.85219021570511 1.22105423431015e-06 2.66322442226266e-06
"SSX2IP" 169.68223973736 -1.25578368803556 0.206536016914723 -6.08021645229106 1.20020417124464e-09 3.32226327590596e-09
"MCOLN2" 41.5229602944687 -1.55703132808154 0.354304092924313 -4.39461851888386 1.10967449146338e-05 2.21955910875359e-05
"MCOLN3" 67.4093276186247 -1.63313484812071 0.300708686202925 -5.43095335469837 5.60537859250759e-08 1.37345428143488e-07
"C1orf52" 242.203577872735 2.27038242813015 0.132170592602252 17.1776670092002 3.9029472740705e-66 9.37026157262586e-65
"BCL10" 585.064791345353 3.37822140047845 0.139019280356743 24.3003804350695 1.9422512541766e-130 1.53104477596025e-128
"GTF2B" 484.396841838555 2.64659369155282 0.111707834543885 23.692104518534 4.34895857136714e-124 3.10392225603724e-122
"RBMXL1" 215.121844044761 1.73703303725363 0.150343672532188 11.5537488741453 7.06691595610003e-31 5.91035892670504e-30
"GBP3" 646.676621318927 1.90011037743245 0.148037511415812 12.8353304460473 1.03958459371399e-37 1.09701619014993e-36
"GBP1" 631.821549793202 3.67672328588756 0.154706784583949 23.7657533622416 7.55206087476626e-125 5.46386431644904e-123
"GBP2" 391.006140835773 2.22230516201915 0.148601091065195 14.9548374516589 1.44834924465926e-50 2.30752836671731e-49
"LRRC8D" 486.311396735408 -1.14674593767968 0.131568427461927 -8.71596597908358 2.88289885025873e-18 1.38292736400013e-17
"ZNF644" 514.30004292098 1.76141152636228 0.137964183946051 12.7671651872421 2.50098183292556e-37 2.60531273187305e-36
"KIAA1107" 48.2080101026713 -1.54834021234679 0.30865389096604 -5.01642862009844 5.26408209168864e-07 1.18231977747198e-06
"MTF2" 308.432137852178 2.12460637029575 0.122844783616307 17.2950475205503 5.1260719067219e-67 1.27104923827942e-65
"DR1" 498.671545288015 1.74104745298632 0.12234779405799 14.2303133978951 5.94149087705027e-46 8.16124423072588e-45
"DNTTIP2" 1258.39149370847 2.80008647253731 0.112374911795118 24.9173630288798 4.82450029852453e-137 4.31874547909446e-135
"GCLM" 703.418882468233 -1.31202774882145 0.132947929229855 -9.86873399549589 5.68779240058417e-23 3.41752850553871e-22
"ARHGAP29" 727.683092641803 -1.18619696935031 0.145401689668597 -8.15806867206235 3.40423962493481e-16 1.44879061878269e-15
"F3" 3722.00156971878 4.48295656092336 0.539110512489718 8.31546864152247 9.13904077893829e-17 4.02903538179988e-16
"PTBP2" 218.544320848255 2.11374297237917 0.150289694839051 14.0644571448683 6.2802925773395e-45 8.38669159221709e-44
"SLC30A7" 344.057770117993 2.19981454838612 0.159995099744549 13.7492620205143 5.14516692143787e-43 6.40146032875716e-42
"DPH5" 252.029584215016 -2.10261072964502 0.179849967326265 -11.690915271787 1.4184961448361e-31 1.22314896146153e-30
"RNPC3" 130.571985331888 2.34718988935147 0.162402678521885 14.4529013358309 2.40344475327618e-47 3.41690268221485e-46
"AMY2B" 24.5511472282214 1.62170183579797 0.329847586382682 4.91651872788453 8.80967736650692e-07 1.93867962546693e-06
"HENMT1" 35.9996120038904 -1.71116253538745 0.407084101958546 -4.20346195578452 2.62863349723717e-05 5.067759742894e-05
"PRPF38B" 920.626621637148 2.53206218003114 0.13429871168877 18.8539573328079 2.72661513437596e-79 9.00038614512916e-78
"GPSM2" 153.892730028927 -2.47600173489268 0.236649548820035 -10.4627359200064 1.28102339954611e-25 8.75822017437254e-25
"TAF13" 191.966287316747 1.63987484293786 0.174552360307503 9.39474459153083 5.73568097169459e-21 3.15881116287852e-20
"SARS" 1668.53865794681 -1.07538548647539 0.115711435077208 -9.29368377254888 1.49038745654032e-20 8.06614527026233e-20
"CELSR2" 323.332850286504 -1.72161831673299 0.200608168131685 -8.58199510402219 9.32416099296006e-18 4.36961457713563e-17
"PSRC1" 115.335300029915 -2.78994705841947 0.319360591140367 -8.73604050035473 2.41423449301936e-18 1.16658549632953e-17
"SORT1" 518.729180096667 -2.01114664935159 0.165225384410052 -12.1721408398141 4.37456264177712e-34 4.12944639723787e-33
"GSTM4" 58.7429282309251 -2.54225938499141 0.445274866204422 -5.70941586409748 1.1336458141236e-08 2.92279734795891e-08
"CSF1" 799.190277015054 1.10343246815944 0.155637957911175 7.08973879488439 1.34365364232482e-12 4.57691500286264e-12
"RBM15" 288.494137159685 2.77054624549186 0.133090528449215 20.8170053705141 3.03574421732878e-96 1.37624747500618e-94
"LRIF1" 458.622360626795 2.03885664180474 0.145086336076623 14.0527130048138 7.41384860668938e-45 9.83825161211809e-44
"DRAM2" 357.62584739743 -1.03451464826504 0.163704602629649 -6.31939867082074 2.62583057702254e-10 7.64516217891099e-10
"DDX20" 238.777477929747 1.09091092475918 0.135961703642329 8.02366324879988 1.02637429483075e-15 4.25494178818573e-15
"CTTNBP2NL" 525.069970369869 1.22193252696437 0.118950588534005 10.2726059788687 9.36403977242335e-25 6.12460384619863e-24
"ST7L" 98.7524099669811 1.25901418178623 0.172039999944487 7.31814800158381 2.51416495025853e-13 9.0299640835025e-13
"MOV10" 597.856544850261 1.22854281373431 0.122993712101282 9.98866358893732 1.70869796245641e-23 1.05487881808457e-22
"RSBN1" 176.94936388916 2.71301951725635 0.187419210671933 14.4756746521857 1.72623626249987e-47 2.46408562713326e-46
"BCL2L15" 61.8278916942499 2.28136708456004 0.309189575499613 7.37853816990313 1.60036912496434e-13 5.83121733942683e-13
"DCLRE1B" 98.917456869585 -1.61822228889939 0.242868658964993 -6.66295229609121 2.68380795802541e-11 8.39226271776862e-11
"VANGL1" 363.163137051544 -1.0024944185665 0.141152568471709 -7.10220458204008 1.22782289465424e-12 4.19453209451252e-12
"ATP1A1" 3324.30752359095 -1.4510428534177 0.0990421682627943 -14.6507581454353 1.33220851419962e-48 1.97920091919699e-47
"IGSF3" 959.153766105435 -1.50815892649199 0.105730460464224 -14.2641857405161 3.65837029715635e-46 5.05803212681446e-45
"PTGFRN" 1325.59876878545 -1.29624981199746 0.128270847453928 -10.1055683167841 5.21920716774444e-24 3.28353098945113e-23
"GDAP2" 182.400899374413 1.1907109472112 0.139411239663594 8.54099676672012 1.33068938462567e-17 6.17577854560673e-17
"PHGDH" 624.984027986169 -3.59217593411918 0.192793552907436 -18.6322409642186 1.75998556958758e-77 5.53295463439096e-76
"FAM72B" 36.8214014599868 -2.53653674086502 0.432757278007883 -5.86133814442474 4.59151887753248e-09 1.22105271660059e-08
"NBPF10" 256.082274767291 2.07146762134488 0.145806741319766 14.206939971328 8.29726633975029e-46 1.13823408242574e-44
"POLR3GL" 177.521865090137 -1.03864960112445 0.190298885589862 -5.45799098037273 4.81552113927423e-08 1.18652553753566e-07
"ANKRD34A" 15.0704431923866 1.30567411682286 0.505099327393068 2.58498486537637 0.00973832719868769 0.01404313313307
"LIX1L" 96.8096525659698 -1.13329874394745 0.223315804171779 -5.07487030821917 3.87760383951019e-07 8.83501496047155e-07
"ACP6" 244.272689684042 -2.51056733665513 0.216602136227225 -11.5906859479051 4.59438279242683e-31 3.87933376789805e-30
