Series,Gene1,Gene2,Safe_Toxic,RECON_Model
Calu3_24h,6566,54675,Toxic,3
Calu3_24h,7389,51228,Toxic,3
Calu3_24h,7389,51477,Toxic,3
Calu3_24h,7389,54675,Toxic,3
Calu3_4h,10026,9791,Safe_,2
Calu3_4h,128869,9791,Safe_,2
Calu3_4h,23657,875,Safe_,2
Calu3_4h,284098,9791,Safe_,2
Calu3_4h,51477,6526,Safe_,2
Calu3_4h,51604,9791,Safe_,2
Calu3_4h,5283,9791,Safe_,2
Calu3_4h,54965,9791,Safe_,2
Calu3_4h,55650,9791,Safe_,2
Calu3_4h,6520,875,Safe_,2
Calu3_4h,6566,9791,Safe_,2
Calu3_4h,79087,9791,Safe_,2
Calu3_4h,8733,9791,Safe_,2
Calu3_4h,93183,9791,Safe_,2
Calu3_4h,94005,9791,Safe_,2
Calu3_4h,9487,9791,Safe_,2
Calu3_4h,9488,9791,Safe_,2
Calu3_4h,10606,3251,Toxic,2
Calu3_4h,11212,10999,Toxic,2
Calu3_4h,11212,259230,Toxic,2
Calu3_4h,11212,54675,Toxic,2
Calu3_4h,1841,60386,Toxic,2
Calu3_4h,2271,3251,Toxic,2
Calu3_4h,2618,3251,Toxic,2
Calu3_4h,3251,471,Toxic,2
Calu3_4h,3251,5198,Toxic,2
Calu3_4h,3251,5471,Toxic,2
Calu3_4h,50484,6240,Toxic,2
Calu3_4h,50484,6241,Toxic,2
Calu3_4h,51727,5338,Toxic,2
Calu3_4h,6564,10999,Toxic,2
Calu3_4h,6564,259230,Toxic,2
Calu3_4h,6564,54675,Toxic,2
Calu3_4h,8140,9057,Toxic,2
Calu3_4h,11212,51228,Safe_,3
Calu3_4h,2539,51228,Safe_,3
Calu3_4h,25796,51228,Safe_,3
Calu3_4h,2821,51228,Safe_,3
Calu3_4h,5226,51228,Safe_,3
Calu3_4h,6888,51228,Safe_,3
Calu3_4h,11212,259230,Toxic,3
Calu3_4h,11212,51477,Toxic,3
Calu3_4h,11212,54675,Toxic,3
Calu3_4h,2539,259230,Toxic,3
Calu3_4h,2539,51477,Toxic,3
Calu3_4h,2539,54675,Toxic,3
Calu3_4h,25796,259230,Toxic,3
Calu3_4h,25796,51477,Toxic,3
Calu3_4h,25796,54675,Toxic,3
Calu3_4h,2821,259230,Toxic,3
Calu3_4h,2821,51477,Toxic,3
Calu3_4h,2821,54675,Toxic,3
Calu3_4h,5226,259230,Toxic,3
Calu3_4h,5226,51477,Toxic,3
Calu3_4h,5226,54675,Toxic,3
Calu3_4h,6564,6565,Toxic,3
Calu3_4h,6888,259230,Toxic,3
Calu3_4h,6888,54675,Toxic,3
Calu3_4h,7389,51477,Toxic,3
Calu3_8h,N,a,Safe_,2
Calu3_8h,10606,3251,Toxic,2
Calu3_8h,114134,51477,Toxic,2
Calu3_8h,1841,4833,Toxic,2
Calu3_8h,1841,60386,Toxic,2
Calu3_8h,23657,875,Toxic,2
Calu3_8h,2618,3251,Toxic,2
Calu3_8h,3251,471,Toxic,2
Calu3_8h,3251,5198,Toxic,2
Calu3_8h,3251,5471,Toxic,2
Calu3_8h,50484,6240,Toxic,2
Calu3_8h,50484,6241,Toxic,2
Calu3_8h,51727,5338,Toxic,2
Calu3_8h,6520,875,Toxic,2
Calu3_8h,11212,54675,Toxic,2
Calu3_8h,6564,54675,Toxic,2
Calu3_8h,11212,10999,Toxic,2
Calu3_8h,6564,10999,Toxic,2
Calu3_8h,11212,259230,Toxic,2
Calu3_8h,6564,259230,Toxic,2
Calu3_8h,N,a,Safe_,3
Calu3_8h,6564,6565,Toxic,3
Calu3_8h,8140,9057,Toxic,3
Calu3_8h,1468,54675,Toxic,3
Calu3_8h,2271,54675,Toxic,3
Calu3_8h,8802,54675,Toxic,3
Calu3_8h,8801,54675,Toxic,3
Calu3_8h,4594,54675,Toxic,3
Calu3_8h,6389,54675,Toxic,3
Calu3_8h,6392,54675,Toxic,3
Calu3_8h,6391,54675,Toxic,3
Calu3_8h,6390,54675,Toxic,3
Calu3_8h,11212,54675,Toxic,3
Calu3_8h,1468,51477,Toxic,3
Calu3_8h,2271,51477,Toxic,3
Calu3_8h,8802,51477,Toxic,3
Calu3_8h,8801,51477,Toxic,3
Calu3_8h,4594,51477,Toxic,3
Calu3_8h,6389,51477,Toxic,3
Calu3_8h,6392,51477,Toxic,3
Calu3_8h,6391,51477,Toxic,3
Calu3_8h,6390,51477,Toxic,3
Calu3_8h,11212,51477,Toxic,3
Calu3_8h,1468,259230,Toxic,3
Calu3_8h,2271,259230,Toxic,3
Calu3_8h,8802,259230,Toxic,3
Calu3_8h,8801,259230,Toxic,3
Calu3_8h,4594,259230,Toxic,3
Calu3_8h,6389,259230,Toxic,3
Calu3_8h,6392,259230,Toxic,3
Calu3_8h,6391,259230,Toxic,3
Calu3_8h,6390,259230,Toxic,3
Calu3_8h,11212,259230,Toxic,3
Calu3_8h,1468,51228,Toxic,3
Calu3_8h,2271,51228,Toxic,3
Calu3_8h,8802,51228,Toxic,3
Calu3_8h,8801,51228,Toxic,3
Calu3_8h,4594,51228,Toxic,3
Calu3_8h,6389,51228,Toxic,3
Calu3_8h,6392,51228,Toxic,3
Calu3_8h,6391,51228,Toxic,3
Calu3_8h,6390,51228,Toxic,3
Calu3_8h,11212,51228,Toxic,3
H1299_12h,N,a,Safe_,2
H1299_12h,114134,51477,Toxic,2
H1299_12h,1841,60386,Toxic,2
H1299_12h,2987,4860,Toxic,2
H1299_12h,2987,50484,Toxic,2
H1299_12h,2987,60386,Toxic,2
H1299_12h,2987,6240,Toxic,2
H1299_12h,2987,6241,Toxic,2
H1299_12h,50484,6240,Toxic,2
H1299_12h,50484,6241,Toxic,2
H1299_12h,11212,54675,Toxic,2
H1299_12h,11212,10999,Toxic,2
H1299_12h,11212,5338,Toxic,2
H1299_12h,11212,259230,Toxic,2
H1299_12h,N,a,Safe_,3
H1299_12h,11136,290,Toxic,3
H1299_12h,11136,6578,Toxic,3
H1299_12h,11136,8836,Toxic,3
H1299_12h,2875,84706,Toxic,3
H1299_12h,290,6519,Toxic,3
H1299_12h,2987,4860,Toxic,3
H1299_12h,2987,50484,Toxic,3
H1299_12h,2987,60386,Toxic,3
H1299_12h,2987,6240,Toxic,3
H1299_12h,2987,6241,Toxic,3
H1299_12h,51228,57704,Toxic,3
H1299_12h,6519,6578,Toxic,3
H1299_12h,6519,8836,Toxic,3
H1299_12h,6564,6565,Toxic,3
H1299_12h,11212,54675,Toxic,3
H1299_12h,11212,51477,Toxic,3
H1299_12h,11212,259230,Toxic,3
H1299_24h,N,a,Safe_,2
H1299_24h,114134,51477,Toxic,2
H1299_24h,1371,1491,Toxic,2
H1299_24h,1491,290,Toxic,2
H1299_24h,1491,3145,Toxic,2
H1299_24h,1491,5498,Toxic,2
H1299_24h,1491,6579,Toxic,2
H1299_24h,1491,7389,Toxic,2
H1299_24h,1491,7390,Toxic,2
H1299_24h,1491,8836,Toxic,2
H1299_24h,1841,60386,Toxic,2
H1299_24h,2987,4860,Toxic,2
H1299_24h,2987,50484,Toxic,2
H1299_24h,2987,60386,Toxic,2
H1299_24h,2987,6240,Toxic,2
H1299_24h,2987,6241,Toxic,2
H1299_24h,50484,6240,Toxic,2
H1299_24h,50484,6241,Toxic,2
H1299_24h,11212,54675,Toxic,2
H1299_24h,586,54675,Toxic,2
H1299_24h,11212,10999,Toxic,2
H1299_24h,586,10999,Toxic,2
H1299_24h,11212,5338,Toxic,2
H1299_24h,586,5338,Toxic,2
H1299_24h,11212,259230,Toxic,2
H1299_24h,586,259230,Toxic,2
H1299_24h,N,a,Safe_,3
H1299_24h,11136,290,Toxic,3
H1299_24h,11136,8836,Toxic,3
H1299_24h,2875,84706,Toxic,3
H1299_24h,290,6519,Toxic,3
H1299_24h,2987,4860,Toxic,3
H1299_24h,2987,50484,Toxic,3
H1299_24h,2987,60386,Toxic,3
H1299_24h,2987,6240,Toxic,3
H1299_24h,2987,6241,Toxic,3
H1299_24h,51228,57704,Toxic,3
H1299_24h,6519,8836,Toxic,3
H1299_24h,6564,6565,Toxic,3
H1299_24h,11212,54675,Toxic,3
H1299_24h,11212,51477,Toxic,3
H1299_24h,11212,259230,Toxic,3
H1299_36h,11212,10999,Toxic,2
H1299_36h,11212,259230,Toxic,2
H1299_36h,11212,5338,Toxic,2
H1299_36h,11212,54675,Toxic,2
H1299_36h,114134,51477,Toxic,2
H1299_36h,1841,60386,Toxic,2
H1299_36h,2987,4860,Toxic,2
H1299_36h,2987,50484,Toxic,2
H1299_36h,2987,60386,Toxic,2
H1299_36h,2987,6240,Toxic,2
H1299_36h,2987,6241,Toxic,2
H1299_36h,50484,6240,Toxic,2
H1299_36h,50484,6241,Toxic,2
H1299_36h,586,10999,Toxic,2
H1299_36h,586,259230,Toxic,2
H1299_36h,586,5338,Toxic,2
H1299_36h,586,54675,Toxic,2
H1299_36h,2875,84706,Safe_,3
H1299_36h,11212,259230,Toxic,3
H1299_36h,11212,51477,Toxic,3
H1299_36h,11212,54675,Toxic,3
H1299_36h,2987,4860,Toxic,3
H1299_36h,2987,50484,Toxic,3
H1299_36h,2987,60386,Toxic,3
H1299_36h,2987,6240,Toxic,3
H1299_36h,2987,6241,Toxic,3
H1299_36h,51228,57704,Toxic,3
H1299_36h,6564,6565,Toxic,3
H1299_4h,11212,10999,Toxic,2
H1299_4h,11212,259230,Toxic,2
H1299_4h,11212,5338,Toxic,2
H1299_4h,11212,54675,Toxic,2
H1299_4h,114134,51477,Toxic,2
H1299_4h,1841,60386,Toxic,2
H1299_4h,2936,10999,Toxic,2
H1299_4h,2936,259230,Toxic,2
H1299_4h,2936,5338,Toxic,2
H1299_4h,2936,54675,Toxic,2
H1299_4h,2987,4860,Toxic,2
H1299_4h,2987,50484,Toxic,2
H1299_4h,2987,60386,Toxic,2
H1299_4h,2987,6240,Toxic,2
H1299_4h,2987,6241,Toxic,2
H1299_4h,50484,6240,Toxic,2
H1299_4h,50484,6241,Toxic,2
H1299_4h,6476,10999,Toxic,2
H1299_4h,6476,259230,Toxic,2
H1299_4h,6476,5338,Toxic,2
H1299_4h,6476,54675,Toxic,2
H1299_4h,79901,10999,Toxic,2
H1299_4h,79901,259230,Toxic,2
H1299_4h,79901,5338,Toxic,2
H1299_4h,79901,54675,Toxic,2
H1299_4h,10654,1717,Safe_,3
H1299_4h,10682,1717,Safe_,3
H1299_4h,11136,290,Safe_,3
H1299_4h,11136,8836,Safe_,3
H1299_4h,1595,1717,Safe_,3
H1299_4h,1717,1718,Safe_,3
H1299_4h,1717,2222,Safe_,3
H1299_4h,1717,3156,Safe_,3
H1299_4h,1717,4047,Safe_,3
H1299_4h,1717,4597,Safe_,3
H1299_4h,1717,4598,Safe_,3
H1299_4h,1717,50814,Safe_,3
H1299_4h,1717,51478,Safe_,3
H1299_4h,1717,6309,Safe_,3
H1299_4h,1717,6713,Safe_,3
H1299_4h,290,6519,Safe_,3
H1299_4h,6519,8836,Safe_,3
H1299_4h,10327,259230,Toxic,3
H1299_4h,10327,51477,Toxic,3
H1299_4h,10327,54675,Toxic,3
H1299_4h,11212,259230,Toxic,3
H1299_4h,11212,51477,Toxic,3
H1299_4h,11212,54675,Toxic,3
H1299_4h,1384,259230,Toxic,3
H1299_4h,1384,51477,Toxic,3
H1299_4h,1384,54675,Toxic,3
H1299_4h,1468,259230,Toxic,3
H1299_4h,1468,51477,Toxic,3
H1299_4h,1468,54675,Toxic,3
H1299_4h,1629,259230,Toxic,3
H1299_4h,1629,51477,Toxic,3
H1299_4h,1629,54675,Toxic,3
H1299_4h,1633,259230,Toxic,3
H1299_4h,1633,51477,Toxic,3
H1299_4h,1633,54675,Toxic,3
H1299_4h,1717,259230,Toxic,3
H1299_4h,1717,51477,Toxic,3
H1299_4h,1717,54675,Toxic,3
H1299_4h,1738,259230,Toxic,3
H1299_4h,1738,51477,Toxic,3
H1299_4h,1738,54675,Toxic,3
H1299_4h,1743,259230,Toxic,3
H1299_4h,1743,51477,Toxic,3
H1299_4h,1743,54675,Toxic,3
H1299_4h,2271,259230,Toxic,3
H1299_4h,2271,51477,Toxic,3
H1299_4h,2271,54675,Toxic,3
H1299_4h,2821,259230,Toxic,3
H1299_4h,2821,51477,Toxic,3
H1299_4h,2821,54675,Toxic,3
H1299_4h,2987,4860,Toxic,3
H1299_4h,2987,50484,Toxic,3
H1299_4h,2987,60386,Toxic,3
H1299_4h,2987,6240,Toxic,3
H1299_4h,2987,6241,Toxic,3
H1299_4h,51228,57704,Toxic,3
H1299_4h,593,259230,Toxic,3
H1299_4h,593,51477,Toxic,3
H1299_4h,593,54675,Toxic,3
H1299_4h,594,259230,Toxic,3
H1299_4h,594,51477,Toxic,3
H1299_4h,594,54675,Toxic,3
H1299_4h,6389,259230,Toxic,3
H1299_4h,6389,51477,Toxic,3
H1299_4h,6389,54675,Toxic,3
H1299_4h,6390,259230,Toxic,3
H1299_4h,6390,51477,Toxic,3
H1299_4h,6390,54675,Toxic,3
H1299_4h,6391,259230,Toxic,3
H1299_4h,6391,51477,Toxic,3
H1299_4h,6391,54675,Toxic,3
H1299_4h,6392,259230,Toxic,3
H1299_4h,6392,51477,Toxic,3
H1299_4h,6392,54675,Toxic,3
H1299_4h,6564,6565,Toxic,3
H1299_4h,6646,259230,Toxic,3
H1299_4h,6646,51477,Toxic,3
H1299_4h,6646,54675,Toxic,3
H1299_4h,6648,259230,Toxic,3
H1299_4h,6648,51477,Toxic,3
H1299_4h,6648,54675,Toxic,3
H1299_4h,788,259230,Toxic,3
H1299_4h,788,51477,Toxic,3
H1299_4h,788,54675,Toxic,3
H1299_4h,8050,259230,Toxic,3
H1299_4h,8050,51477,Toxic,3
H1299_4h,8050,54675,Toxic,3
H1299_4h,8801,259230,Toxic,3
H1299_4h,8801,51477,Toxic,3
H1299_4h,8801,54675,Toxic,3
H1299_4h,8802,259230,Toxic,3
H1299_4h,8802,51477,Toxic,3
H1299_4h,8802,54675,Toxic,3
