,Drugs,Gene_Symbol,Phenotype_Essentiality,Phenotype_Safety,Pathways
782,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
783,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
784,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
785,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
786,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
787,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
788,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
789,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
790,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
791,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
792,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
793,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
794,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
795,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
796,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
797,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
798,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
799,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
800,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
801,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
802,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
803,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
804,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
805,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
806,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
807,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
808,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
809,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
810,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
811,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
812,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
813,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
814,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
815,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
816,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
817,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
818,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
819,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
820,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
821,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
822,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
823,"Thyroid, porcine",SLC7A5,3.0,1.0,"Transport, extracellular"
824,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
825,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
826,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
827,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
828,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
829,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
830,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
831,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
832,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
833,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
834,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
835,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
836,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
837,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
838,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
839,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
840,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
841,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
842,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
843,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
844,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
845,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
846,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
847,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
848,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
849,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
850,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
851,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
852,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
853,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
854,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
855,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
856,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
857,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
858,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
859,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
860,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
861,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
862,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
863,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
864,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
865,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
866,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
867,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
868,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
869,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
870,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
871,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
872,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
873,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
874,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
875,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
876,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
877,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
878,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
879,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
880,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
881,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
882,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
883,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
884,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
885,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
886,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
887,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
888,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
889,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
890,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
891,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
892,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
893,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
894,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
895,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
896,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
897,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
898,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
899,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
900,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
901,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
902,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
903,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
904,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
905,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
906,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
907,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
908,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
909,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
910,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
911,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
912,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
913,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
914,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
915,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
916,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
917,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
918,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
919,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
920,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
921,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
922,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
923,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
924,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
925,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
926,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
927,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
928,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
929,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
930,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
931,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
932,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
933,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
934,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
935,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
936,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
937,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
938,Dextrothyroxine,SLC7A5,3.0,1.0,"Transport, extracellular"
939,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
940,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
941,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
942,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
943,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
944,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
945,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
946,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
947,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
948,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
949,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
950,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
951,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
952,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
953,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
954,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
955,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
956,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
957,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
958,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
959,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
960,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
961,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
962,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
963,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
964,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
965,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
966,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
967,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
968,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
969,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
970,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
971,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
972,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
973,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
974,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
975,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
976,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
977,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
978,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
979,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
980,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
981,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
982,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
983,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
984,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
985,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
986,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
987,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
988,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
989,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
990,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
991,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
992,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
993,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
994,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
995,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
996,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
997,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
998,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
999,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1000,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1001,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1002,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1003,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1004,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1005,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1006,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1007,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1008,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1009,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1010,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1011,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1012,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1013,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1014,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1015,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1016,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1017,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1018,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1019,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1020,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1021,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1022,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1023,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1024,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1025,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1026,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1027,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1028,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1029,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1030,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1031,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1032,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1033,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1034,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1035,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1036,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1037,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1038,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1039,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1040,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1041,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1042,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1043,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1044,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1045,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1046,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1047,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1048,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1049,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1050,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1051,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1052,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1053,L-Glutamine,SLC7A5,3.0,1.0,"Transport, extracellular"
1054,Sphingosine,GLTP,2.0,1.0,"Transport, extracellular"
1055,Lactose,GLTP,2.0,1.0,"Transport, extracellular"
1056,Capric acid,GLTP,2.0,1.0,"Transport, extracellular"
1057,Gemcitabine,TYMS,1.0,1.0,Nucleotide interconversion
1058,DB04530,TYMS,1.0,1.0,Nucleotide interconversion
1059,Trimetrexate,DHFR,1.0,1.0,Folate metabolism
1060,Trimetrexate,DHFR,1.0,1.0,Folate metabolism
1061,Trimetrexate,DHFR,1.0,1.0,Folate metabolism
1062,Trimetrexate,DHFR,1.0,1.0,Folate metabolism
1063,Trimetrexate,DHFR,1.0,1.0,Folate metabolism
1064,Trimetrexate,DHFR,1.0,1.0,Folate metabolism
1065,Thymectacin,TYMS,1.0,1.0,Nucleotide interconversion
1066,DB02104,DHFR,1.0,1.0,Folate metabolism
1067,DB02104,DHFR,1.0,1.0,Folate metabolism
1068,DB02104,DHFR,1.0,1.0,Folate metabolism
1069,DB02104,DHFR,1.0,1.0,Folate metabolism
1070,DB02104,DHFR,1.0,1.0,Folate metabolism
1071,DB02104,DHFR,1.0,1.0,Folate metabolism
1072,Tegafur-uracil,TYMS,1.0,1.0,Nucleotide interconversion
1073,Tegafur,TYMS,1.0,1.0,Nucleotide interconversion
1074,DB02583,DHFR,1.0,1.0,Folate metabolism
1075,DB02583,DHFR,1.0,1.0,Folate metabolism
1076,DB02583,DHFR,1.0,1.0,Folate metabolism
1077,DB02583,DHFR,1.0,1.0,Folate metabolism
1078,DB02583,DHFR,1.0,1.0,Folate metabolism
1079,DB02583,DHFR,1.0,1.0,Folate metabolism
1080,DB03461,DHFR,1.0,1.0,Folate metabolism
1081,DB03461,DHFR,1.0,1.0,Folate metabolism
1082,DB03461,DHFR,1.0,1.0,Folate metabolism
1083,DB03461,DHFR,1.0,1.0,Folate metabolism
1084,DB03461,DHFR,1.0,1.0,Folate metabolism
1085,DB03461,DHFR,1.0,1.0,Folate metabolism
1086,DB03541,TYMS,1.0,1.0,Nucleotide interconversion
1087,Sri-9662,DHFR,1.0,1.0,Folate metabolism
1088,Sri-9662,DHFR,1.0,1.0,Folate metabolism
1089,Sri-9662,DHFR,1.0,1.0,Folate metabolism
1090,Sri-9662,DHFR,1.0,1.0,Folate metabolism
1091,Sri-9662,DHFR,1.0,1.0,Folate metabolism
1092,Sri-9662,DHFR,1.0,1.0,Folate metabolism
1093,DB03987,DHFR,1.0,1.0,Folate metabolism
1094,DB03987,DHFR,1.0,1.0,Folate metabolism
1095,DB03987,DHFR,1.0,1.0,Folate metabolism
1096,DB03987,DHFR,1.0,1.0,Folate metabolism
1097,DB03987,DHFR,1.0,1.0,Folate metabolism
1098,DB03987,DHFR,1.0,1.0,Folate metabolism
1099,DB07144,DHFR,1.0,1.0,Folate metabolism
1100,DB07144,DHFR,1.0,1.0,Folate metabolism
1101,DB07144,DHFR,1.0,1.0,Folate metabolism
1102,DB07144,DHFR,1.0,1.0,Folate metabolism
1103,DB07144,DHFR,1.0,1.0,Folate metabolism
1104,DB07144,DHFR,1.0,1.0,Folate metabolism
1105,ANX-510,TYMS,1.0,1.0,Nucleotide interconversion
1106,DB08406,DHFR,1.0,1.0,Folate metabolism
1107,DB08406,DHFR,1.0,1.0,Folate metabolism
1108,DB08406,DHFR,1.0,1.0,Folate metabolism
1109,DB08406,DHFR,1.0,1.0,Folate metabolism
1110,DB08406,DHFR,1.0,1.0,Folate metabolism
1111,DB08406,DHFR,1.0,1.0,Folate metabolism
1112,Raltitrexed,TYMS,1.0,1.0,Nucleotide interconversion
1113,Pemetrexed,TYMS,1.0,1.0,Nucleotide interconversion
1114,OSI-7904L,TYMS,1.0,1.0,Nucleotide interconversion
1115,Methotrexate,DHFR,1.0,1.0,Folate metabolism
1116,Methotrexate,DHFR,1.0,1.0,Folate metabolism
1117,Methotrexate,DHFR,1.0,1.0,Folate metabolism
1118,Methotrexate,DHFR,1.0,1.0,Folate metabolism
1119,Methotrexate,DHFR,1.0,1.0,Folate metabolism
1120,Methotrexate,DHFR,1.0,1.0,Folate metabolism
1121,DB08478,TYMS,1.0,1.0,Nucleotide interconversion
1122,DB08479,TYMS,1.0,1.0,Nucleotide interconversion
1123,Lamotrigine,DHFR,1.0,1.0,Folate metabolism
1124,Lamotrigine,DHFR,1.0,1.0,Folate metabolism
1125,Lamotrigine,DHFR,1.0,1.0,Folate metabolism
1126,Lamotrigine,DHFR,1.0,1.0,Folate metabolism
1127,Lamotrigine,DHFR,1.0,1.0,Folate metabolism
1128,Lamotrigine,DHFR,1.0,1.0,Folate metabolism
1129,DB08734,TYMS,1.0,1.0,Nucleotide interconversion
1130,Aminopterin,DHFR,1.0,1.0,Folate metabolism
1131,Aminopterin,DHFR,1.0,1.0,Folate metabolism
1132,Aminopterin,DHFR,1.0,1.0,Folate metabolism
1133,Aminopterin,DHFR,1.0,1.0,Folate metabolism
1134,Aminopterin,DHFR,1.0,1.0,Folate metabolism
1135,Aminopterin,DHFR,1.0,1.0,Folate metabolism
1136,Fluorouracil,TYMS,1.0,1.0,Nucleotide interconversion
1137,Gentamicin,DHFR,1.0,1.0,Folate metabolism
1138,Gentamicin,DHFR,1.0,1.0,Folate metabolism
1139,Gentamicin,DHFR,1.0,1.0,Folate metabolism
1140,Gentamicin,DHFR,1.0,1.0,Folate metabolism
1141,Gentamicin,DHFR,1.0,1.0,Folate metabolism
1142,Gentamicin,DHFR,1.0,1.0,Folate metabolism
